label,text,words
1,"""Summer of My German Soldier"" was one of the many TV movies that became a staple of the small screen in the 1970s (others were ""Brian's Song"", ""Sybil"" and ""Someone's Watching Me!""). It portrays a Jewish girl (Kristy McNichol) befriending a German POW (Bruce Davison) in WWII-era Georgia. One of the things that the movie shows is that many of the German soldiers weren't really Nazis, but were just drafted. Watching the movie, I got a real sense of how things must have been in the South back then; I mean, can you imagine being a Jewish person accused of supporting the enemy? <br /><br />So, I certainly recommend this movie. I believe that it's always important to show the things portrayed here. Occasional overacting keeps the movie from being a full-scale masterpiece, but they usually do quite well. I hope that the movie eventually comes out on DVD. Also starring Esther Rolle and Michael Constantine (the ""My Big Fat Greek Wedding"" patriarch).",163
1,"I first seen this movie in the early 80s and we used to have it on betamax. As we all know, betamax went the way of the 8-trak tape, sigh, it really had nice picture quality too. Anyways, I'm glad I found this movie again, I've been searching for it for more than 10 years! This movie falls into the category of movies like Airplane: continuous jokes, oneliners, funny actions (bodylanguage). Mark Blankfield is absolutely hilarious. His transformation from the shy Dr. Daniel Jekyll into the sex-crazed partyanimal Mr. Hyde is unforgettable, complete with goldtooth, chesthair and goldchains. The part I loved best was when he hijacked the car from this poor guy and then drove to Madam Woo Woo's. Totally psychedelic experience without the drugs! If you need laugh therapy this is the movie to do it. When I first seen it, I had tears in my eyes and my belly was hurting from constantly laughing. This is a movie I could watch over and over again. I highly recommend it.",172
1,"I did enjoy watching Squire Trelane jerk around the crew in this episode, though after a while the whole thing just seemed a little too long. Sure, the histrionics were kind of funny for a while, and the ending was a pretty good way to wrap the whole thing together. I think the problem was that I enjoyed seeing Trelane when he was full of bravado and fun, the fun seemed to vanish when Trelane became vindictive and nasty. Talk about a mood killer--going from the obnoxious but affable host to the guy sentencing Kirk to death! But, despite this, the episode was enjoyable and worth my time. For die-hard Trekkies, this is a must-see, for others it's just a pretty run of the mill one.",126
0,"This film is worse than Cat People, which I saw during the same week. It has all the 80's style. MTV punk rockers, the real ones who are anti social, not todays PC commercial type, frat boys, and a bad guy called Splater. I really like Splater, and the film does that blue lighting 80's feel, but the rest of it looks like low budget Canadian schlop. I have seen so much of this while living in this great country, and realize these type of movies were made because of Tax breaks. Avoid at all costs.",96
0,"If I guess your ""palabra"", will you let me go through?- Asks William Geld, a Tim Robbins that keeps on acting like if they told him a fantastic joke and he is attempting not to laugh.<br /><br />He is trying to get to a forbidden area. The woman stopping him continues blabbering: -Your ""palabra"" is Carrefour.<br /><br />-How did you know?- the lady asks, surprised. He answers, in the name of Wisdom: -I was hearing when you weren't talking. :/<br /><br />Yes, this defines the movie. This precisely. It doesn't matter if Carrefour is ""road conjunction"" in french, or if the Future is coldly bureaucratic and mixes languages. Or if Samantha Morton has nothing, nothing of Spanish (Maria Gonzalez being her name in the film) with her Irish, Scotish whatever tone.<br /><br />It's boring and dull. If you fall in believing there are multiple symbolisms, you will buy the most bizarre, sickening love relationship ever, set in a future that may well be in seven seconds. I can guess this movie's palabra: it will be ""painful"".",176
0,"This movie was cheesy and it was more than that. It was about this guy who gets a curse on him and he turns into a gorilla. I had to see how bad it was because of the title. Before this guy turns into a gorilla, he gets married. I was a little upset because she wasn't a bride of a gorilla: she is now the wife of the gorilla. She should have married him when he was a gorilla then the title would have made more sense. There are all these people in the middle of the jungle too and they all want to leave. This isn't just a B movie, it's more like a Z movie. I didn't even see any bananas for a wedding gift. Oh, right he wasn't cursed yet.",134
1,"Turkish-German director Faith Akın (""Head-On"" & ""The Edge of Heaven"") follows German musician and ""Head-On"" soundtrack composer Alexander Hacke of Einstürzende Neubauten to Istanbul for this documentary which delves into the modern music scene of the city from arabesque to indie rock and was screened out of competition at the 2005 Cannes Film Festival.<br /><br />Alexander Hacke makes for an amiable guide as he travels around Istanbul with a mobile recording studio and a microphone in hand where he runs into and records the likes of classic rocker Erkin Koray, rapper Ceza, Kurdish singer Aynur Doğan, Arabesque singer Orhan Gencebay and pop star Sezen Aksu as well as rock bands Baba Zula, Duman and Replikas.<br /><br />The director has pulled together a diverse collection of popular performers and ground-breaking acts from what was at the time a highly competitive short-list to give an eclectic account of modern Turkish music as seen from the streets of its cultural capital which will enchant and entertain even if at times it seems a little rushed and unfocused.<br /><br />""Music can reveal to you everything about a place.""",184
1,"I've seen the previews everywhere before deciding to watch it. And what do you know, I actually liked it! It has a new twist of the 18th century england. Although the music in the dance scene were obviously modernized and also the colors of Liv Tyler's clothers (although it IS pretty!), it fit quite perfectly.<br /><br />If you just want a good time, you should check this out. Very different from other 18th century detailed films.",76
0,"This must be one of the most annoying, arrogant, poser films I've ever seen. What a waste of budget and actors. Angelopoulos has reached new levels of pretentiousness. It is clear there is virtually no plot, even if this part of Greek history is material for great movies. He simply had some supposedly symbolic (actually shambolic) scenes in his mind and he built a whole movie around them. Death is the main theme and is repeated ad nauseam, along with litanies, processions and the like, which should only be a vehicle for the movie but unfortunately it is the movie itself. A totally incoherent result, which can only leave you saying ""huh?"" or ""oh dear"" every two minutes. <br /><br />There is no character development at all, nada, zilch. I'm usually complaining about some movies having two-dimensional characters, but oh boy, he managed to create one-dimensional characters. This is irritating for us and degrading for some of the actors. He even managed to make one of my favourite Greek actors, Giorgos Armenis, seem wooden. <br /><br />And going to the core of Angelopoulos film-making: No we're not idiots. We do not want chewed food. Please someone tell this guy symbolism has to be subtle. Theo do you really underestimate your audience so much or you're simply incompetent? Personally, I think he tried to make a Greek ""Underground"". No matter how he tries, he can't reach Kusturica.<br /><br />Only saving grace: Photography, costumes and the music.",245
0,"Solo is an action movie about a Terminator-like android that is constructed and trained for the military. When a flaw is discovered, he is issued to be deprogrammed. Rather than face death, he chooses to flee into the jungles of Central America, where he takes refuge in a village. The military chases him into there, leading into a big action feast.<br /><br />Mario Van Peebles does a decent performance the android. His movements and gestures look mechanical enough to get the job done. Actual scientific realism is abandoned in order to make a good action hero. And it works out; the action scenes aren't that spectacular, but they aren't all too bad either. The acting from the other characters is pretty bad, but I was not expecting anything too good. The special effects were decent as well.<br /><br />Solo is decent as an action flick, but very forgettable. It lacks the substance that most movies possess. But if you just want to pass a couple hours without much thinking, this will get the job done.",175
0,"Joan Crawford is convincingly disfigured as our story starts, and of course she get fixed up. But she's a bad egg, exploiting one guy, while living out another guy's anti-social philosophy. All of this takes place in Sweden, which is truly bizarre. It causes anything and everything memorable in the visuals, which are freed from having to depict Anytown USA, but it makes a viewer wonder why every remake since is burdened and rendered unspecific by the need to Americanize everything. There is plot, plot, plot so chatty that you could drown in it, and making matters worse is a framing device that adds zilch to the movie. The photography is occasionally nice, with odd angles and miniatures incorporated quite well. But it's overwrought without ever once drawing you in.",130
0,"... or should I say unintentionally hilarious? Either way, this is one of the best comedies I've seen in a long time. I was laughing throughout at the antics of some of the dumbest fictional characters this side of Homer Simpson. It's just one forehead-slapping, painfully stupid scene after another as the clownish, dim-witted cardboard cutouts substituting for actual humanoid characters push, pull, and drag the ""plot"" to its inevitable and obvious conclusion.<br /><br />If I had to describe this movie to someone, I'd call it a mutated hybrid of Fatal Attraction, Dumb and Dumber, and the Three Stooges, with a ""climax"" uncannily similar to the episode of Family Guy in which the whole family gets into a knock-down fistfight in the living room.<br /><br />Advice to Benson family: next time you get a new pet, do the poor animal a favor and DON'T name it Fred!",147
1,"i just wanted to say i liked this movie a lot, but i also want to ask about something..does anyone know the artist/song name of the song that the young boy (cant remember his name now) plays on his cd-player when his dad and 2 men comes and takes the TV and the cd-player ??? that song is so freaking cool even though i cant understand a word what they're saying...feel free to mail me the artist/song name at hpn_x@hotmail.com thanks a lot in advance!! =) ---------------------repeating----------------------------- i just wanted to say i liked this movie a lot, but i also want to ask about something..does anyone know the artist/song name of the song that the young boy (cant remember his name now) plays on his cd-player when his dad and 2 men comes and takes the TV and the cd-player ??? that song is so freaking cool even though i cant understand a word what they're saying...feel free to mail me the artist/song name at hpn_x@hotmail.com thanks a lot in advance!! =)",173
